RESPOND_ID,EXAMIN_BEGIN_DE,UTILIIZA_MOBILE_APLCTN_MUSIC_PBLPRFR_K_IDOL_AT,UTILIIZA_MOBILE_APLCTN_GAME_AT,UTILIIZA_MOBILE_APLCTN_PHT_AT,UTILIIZA_MOBILE_APLCTN_BRDCST_VIDO_AT,UTILIIZA_MOBILE_APLCTN_CMC_WEBTOON_AT,UTILIIZA_MOBILE_APLCTN_SEARCH_PORTAL_AT,UTILIIZA_MOBILE_APLCTN_FNC_AT,UTILIIZA_MOBILE_APLCTN_ADVANTK_AT,UTILIIZA_MOBILE_APLCTN_TOUR_AT,UTILIIZA_MOBILE_APLCTN_FOOD_ORDER_AT,UTILIIZA_MOBILE_APLCTN_GBRSTRNT_RECOMEND_RESVE_AT,UTILIIZA_MOBILE_APLCTN_SHOPNG_AT,UTILIIZA_MOBILE_APLCTN_WRKOT_AT,UTILIIZA_MOBILE_APLCTN_EWALLET_AT,UTILIIZA_MOBILE_APLCTN_CLEAN_DCCS_AT,UTILIIZA_MOBILE_APLCTN_ESTT_AT,UTILIIZA_MOBILE_APLCTN_HSPTL_PHARM_MEDIC_SEARCH_AT,UTILIIZA_MOBILE_APLCTN_USEGT_AT,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,HSHLD_INCOME_DGREE_NM,OCCP_NM,ANSWRR_OC_AREA_NM
10198,20231101,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,M,60대 이상,기혼,400만원,무직,광주
10242,20231101,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,M,50대,기혼,500만원,사무직,전북
10267,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,300만원,사무직,전남
10476,20231101,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,M,50대,기혼,600만원,자영업,대전
10573,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,200만원,자영업,부산
10607,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,20대,기혼,300만원,대학원생,서울
10742,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,300만원,사무직,경기
10761,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,"1,000만원 이상",사무직,서울
10776,20231101,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,M,60대 이상,"기타(이혼, 사별 등)",100만원 미만,무직,서울
10822,20231101,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,F,10대,미혼 / 비혼,모름,고등학생,충북
10963,20231101,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,30대,미혼 / 비혼,400만원,사무직,서울
10996,20231101,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,700만원,일반작업직,부산
11012,20231101,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,F,60대 이상,기혼,500만원,판매/서비스직,인천
11113,20231101,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,F,50대,미혼 / 비혼,200만원,기술직,강원
11136,20231101,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,M,30대,기혼,400만원,기능/숙련공,경남
11160,20231101,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,F,50대,기혼,600만원,사무직,경기
11164,20231101,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,F,40대,기혼,900만원,자영업,부산
11270,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,서울
11286,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,800만원,전문직,대구
11291,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,400만원,전업주부,대전
11356,20231101,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,M,40대,기혼,600만원,사무직,제주
11358,20231101,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,50대,기혼,500만원,사무직,경기
11378,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,"1,000만원 이상",자영업,세종
11412,20231101,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,F,40대,미혼 / 비혼,500만원,사무직,부산
11469,20231101,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,200만원,무직,서울
11479,20231101,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,60대 이상,기혼,700만원,무직,울산
11553,20231101,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,M,30대,미혼 / 비혼,200만원,사무직,대구
11614,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,600만원,일반작업직,전북
11688,20231101,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,M,40대,기혼,400만원,사무직,광주
11754,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,500만원,기술직,부산
11758,20231101,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,M,40대,기혼,300만원,기술직,경기
11788,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,기술직,부산
11802,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,500만원,사무직,대전
12014,20231101,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,M,50대,기혼,900만원,기술직,충남
12119,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,400만원,기능/숙련공,서울
12141,20231101,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,F,50대,미혼 / 비혼,200만원,사무직,경기
12162,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,10대,미혼 / 비혼,500만원,고등학생,제주
12273,20231101,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,F,50대,미혼 / 비혼,700만원,전문직,서울
12281,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,"기타(이혼, 사별 등)",300만원,전업주부,서울
12314,20231101,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,M,60대 이상,기혼,200만원,기능/숙련공,경기
12349,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,500만원,사무직,충북
12359,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,400만원,사무직,경기
12369,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,500만원,자영업,경기
12475,20231101,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,500만원,사무직,부산
12566,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,20대,미혼 / 비혼,300만원,사무직,경북
12764,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,900만원,사무직,경남
12769,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,300만원,사무직,대구
12823,20231101,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,500만원,기술직,인천
12949,20231101,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,M,60대 이상,기혼,500만원,무직,경북
12951,20231101,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,F,10대,미혼 / 비혼,100만원,중학생,경남
13005,20231101,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,미혼 / 비혼,100만원 미만,무직,서울
13028,20231101,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,30대,기혼,200만원,기타,경북
13034,20231101,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,M,50대,기혼,800만원,기술직,경기
13075,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,충북
13084,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,500만원,전업주부,경기
13097,20231101,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,M,60대 이상,기혼,500만원,전문직,부산
13136,20231101,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,M,20대,미혼 / 비혼,800만원,무직,대구
13147,20231101,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,"기타(이혼, 사별 등)",100만원,무직,서울
13172,20231101,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,M,60대 이상,기혼,800만원,기술직,경기
13219,20231101,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,M,20대,미혼 / 비혼,300만원,기술직,대전
13247,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,600만원,사무직,경기
13253,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,미혼 / 비혼,모름,기타,부산
13363,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,800만원,전업주부,경북
13371,20231101,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Y,M,60대 이상,기혼,500만원,무직,강원
13386,20231101,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,50대,기혼,"1,000만원",사무직,서울
13457,20231101,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,F,40대,기혼,100만원 미만,전업주부,전남
13505,20231101,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,M,20대,미혼 / 비혼,"1,000만원",경영/관리직,광주
13627,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,300만원,일반작업직,인천
13631,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,600만원,일반작업직,경기
13685,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,400만원,사무직,서울
13735,20231101,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,700만원,기타,경남
13836,20231101,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,F,10대,미혼 / 비혼,100만원 미만,고등학생,서울
13846,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,700만원,"자유직 (예술가, 종교인 등)",경북
13849,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,200만원,일반작업직,서울
13853,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,300만원,일반작업직,경기
13861,20231101,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,M,50대,기혼,"1,000만원",경영/관리직,경기
13871,20231101,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,300만원,무직,전북
13901,20231101,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,M,50대,기혼,900만원,사무직,경기
13907,20231101,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,M,60대 이상,기혼,400만원,기타,경기
13955,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,700만원,자영업,대구
14033,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,500만원,무직,경기
14038,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,10대,미혼 / 비혼,"1,000만원 이상",고등학생,경기
14067,20231101,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,M,30대,기혼,400만원,사무직,서울
14141,20231101,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,600만원,사무직,전북
14228,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,700만원,판매/서비스직,부산
14340,20231101,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,M,50대,기혼,600만원,사무직,경기
14381,20231101,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,400만원,자영업,서울
14483,20231101,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,20대,미혼 / 비혼,100만원 미만,대학생,서울
14540,20231101,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,800만원,사무직,경기
14596,20231101,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,M,60대 이상,기혼,"1,000만원 이상",사무직,서울
14632,20231101,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,F,20대,미혼 / 비혼,모름,무직,대구
14649,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,500만원,대학생,강원
14688,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,20대,미혼 / 비혼,"1,000만원",대학생,경기
14858,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,"기타(이혼, 사별 등)",300만원,일반작업직,경기
14870,20231101,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,M,30대,미혼 / 비혼,800만원,사무직,서울
14891,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,500만원,기능/숙련공,경기
14910,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,기혼,900만원,자영업,전북
15045,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,300만원,기술직,인천
15073,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,400만원,사무직,경기
15316,20231101,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,M,30대,미혼 / 비혼,모름,"자유직 (예술가, 종교인 등)",울산
15348,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,400만원,사무직,전남
15397,20231101,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,F,30대,기혼,500만원,사무직,경기
15428,20231101,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,F,30대,미혼 / 비혼,200만원,사무직,서울
15557,20231101,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,F,50대,기혼,400만원,기술직,광주
15564,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,모름,사무직,서울
15589,20231101,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,30대,미혼 / 비혼,500만원,무직,경기
15598,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,400만원,사무직,부산
15613,20231101,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,F,50대,기혼,500만원,자영업,서울
15670,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,400만원,자영업,경기
15712,20231101,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,F,30대,기혼,300만원,전업주부,경기
15812,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,600만원,기타,서울
15853,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,"기타(이혼, 사별 등)",500만원,사무직,충북
15888,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,미혼 / 비혼,400만원,무직,서울
15925,20231101,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,F,50대,기혼,600만원,기술직,충북
15931,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,600만원,사무직,인천
15940,20231101,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,모름,무직,충남
15985,20231101,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,F,50대,미혼 / 비혼,300만원,전문직,광주
16008,20231101,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,F,50대,기혼,600만원,기술직,서울
16014,20231101,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,F,50대,기혼,"1,000만원 이상",경영/관리직,서울
16018,20231101,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,F,30대,미혼 / 비혼,500만원,사무직,서울
16050,20231101,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,F,30대,미혼 / 비혼,200만원,일반작업직,강원
16098,20231101,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,F,50대,기혼,500만원,기타,서울
16138,20231101,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,F,50대,"기타(이혼, 사별 등)",300만원,사무직,대구
16249,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,700만원,전업주부,경기
16251,20231101,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,F,50대,기혼,900만원,사무직,서울
16285,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,미혼 / 비혼,400만원,판매/서비스직,대전
16330,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,"기타(이혼, 사별 등)",200만원,판매/서비스직,충북
16342,20231101,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,600만원,"자유직 (예술가, 종교인 등)",서울
16347,20231101,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,F,60대 이상,기혼,700만원,사무직,전북
16383,20231101,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,100만원,대학생,인천
16390,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,800만원,사무직,대전
16407,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,300만원,전업주부,경기
16471,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,700만원,기술직,광주
16706,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,기혼,400만원,기술직,서울
16712,20231101,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,F,50대,기혼,800만원,사무직,경기
16750,20231101,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,미혼 / 비혼,"1,000만원",사무직,경북
16769,20231101,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,F,50대,"기타(이혼, 사별 등)",300만원,전문직,서울
16810,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,300만원,기타,경기
16811,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,300만원,기능/숙련공,충남
16826,20231101,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,300만원,사무직,전북
16926,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,"1,000만원 이상",판매/서비스직,세종
17037,20231101,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,F,60대 이상,"기타(이혼, 사별 등)",500만원,자영업,충남
17199,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,800만원,판매/서비스직,서울
17208,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,700만원,전업주부,서울
17209,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,미혼 / 비혼,700만원,사무직,경기
17266,20231101,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,F,40대,미혼 / 비혼,300만원,"자유직 (예술가, 종교인 등)",서울
17350,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,60대 이상,기혼,400만원,무직,전북
17364,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,400만원,전업주부,부산
17383,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,20대,기혼,400만원,전업주부,인천
17521,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,"기타(이혼, 사별 등)",300만원,자영업,부산
17523,20231101,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,F,50대,기혼,500만원,판매/서비스직,대전
17533,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,700만원,사무직,서울
17584,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,60대 이상,기혼,400만원,"자유직 (예술가, 종교인 등)",경기
17638,20231101,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,F,10대,미혼 / 비혼,200만원,자영업,서울
17711,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,"기타(이혼, 사별 등)","1,000만원",사무직,서울
17715,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,기혼,300만원,사무직,경기
17720,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,10대,미혼 / 비혼,800만원,대학생,서울
17726,20231101,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,M,20대,미혼 / 비혼,300만원,기능/숙련공,충남
17734,20231101,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,F,50대,미혼 / 비혼,400만원,자영업,경기
17746,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,800만원,판매/서비스직,대구
17769,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,500만원,판매/서비스직,광주
17782,20231101,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,F,50대,미혼 / 비혼,500만원,기술직,부산
17799,20231101,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,M,40대,기혼,"1,000만원 이상",기술직,서울
17807,20231101,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,M,50대,기혼,"1,000만원 이상",사무직,인천
17814,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,"기타(이혼, 사별 등)",600만원,사무직,대구
17822,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,기혼,"1,000만원 이상",사무직,광주
17847,20231101,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,200만원,전업주부,경북
17914,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,"기타(이혼, 사별 등)",600만원,기술직,충북
17926,20231101,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,M,10대,미혼 / 비혼,500만원,고등학생,서울
18041,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,600만원,기술직,서울
18072,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,300만원,사무직,대전
18123,20231101,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,F,30대,기혼,600만원,사무직,대전
18166,20231101,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,40대,기혼,400만원,사무직,서울
18184,20231101,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,M,40대,미혼 / 비혼,500만원,사무직,대전
18361,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,50대,"기타(이혼, 사별 등)",300만원,사무직,경기
18377,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,"1,000만원 이상",자영업,충남
18457,20231101,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대,기혼,600만원,사무직,대구
18458,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,700만원,사무직,경남
18567,20231101,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,M,50대,기혼,600만원,경영/관리직,경남
18585,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,기혼,700만원,사무직,서울
18654,20231101,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,M,50대,기혼,700만원,사무직,서울
18741,20231101,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대,기혼,500만원,사무직,경기
18854,20231101,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,40대,기혼,900만원,사무직,인천
18961,20231101,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,F,50대,기혼,500만원,사무직,부산
18986,20231101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대,"기타(이혼, 사별 등)",100만원 미만,무직,대전
19047,20231101,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,M,50대,기혼,700만원,사무직,서울
